"","Age","Gender","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
260,0.16666666666666669,0,"No","No","Yes","Rarely","6-25","No","Yes","Yes","No","No","No","Yes","Dont know","Maybe","Maybe","Yes","No","No","Maybe","Dont know","No"
261,0.16666666666666669,1,"No","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","Some of them","Some of them","No","Maybe","No","No"
262,0.22222222222222227,1,"No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Yes","Dont know","No","No","Yes","Yes","Maybe","No","Yes","No"
263,0.20370370370370366,1,"No","Yes","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","Some of them","Some of them","No","Yes","No","No"
264,0.46296296296296297,1,"Yes","No","No","Did not answer","6-25","Yes","Yes","No","Not sure","No","No","Dont know","Somewhat easy","Maybe","No","Yes","Yes","Yes","Yes","Dont know","No"
265,0.25925925925925924,1,"No","No","No","Did not answer","6-25","No","Yes","No","Yes","No","Dont know","Dont know","Very easy","No","No","Some of them","Yes","No","Maybe","Dont know","No"
266,0.4259259259259259,1,"No","No","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Dont know","No","Dont know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
267,0.25925925925925924,1,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Very easy","Maybe","Maybe","Yes","Some of them","Maybe","Maybe","Dont know","Yes"
268,0.3518518518518518,0,"No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Dont know","Maybe","No","Some of them","Some of them","No","Yes","Dont know","No"
269,0.25925925925925924,1,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Dont know","Very easy","No","No","Yes","Yes","No","No","Dont know","No"
270,0.22222222222222227,1,"Yes","No","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Dont know","Somewhat difficult","No","No","Some of them","Some of them","No","Maybe","No","No"
271,0.09259259259259262,0,"No","Yes","Yes","Never","100-500","No","No","Yes","No","Dont know","Dont know","Yes","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
272,0.22222222222222227,1,"No","No","No","Did not answer","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
273,0.2962962962962962,1,"No","No","No","Sometimes","26-100","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","No","Dont know","No"
274,0.3703703703703704,1,"No","No","Yes","Rarely","26-100","Yes","Yes","Yes","No","No","No","Dont know","Dont know","Yes","No","No","No","No","Maybe","No","No"
275,0.27777777777777773,1,"No","No","No","Did not answer","100-500","No","Yes","Yes","No","Yes","Yes","Yes","Dont know","No","No","Some of them","Yes","No","No","Dont know","No"
276,0.2962962962962962,1,"No","No","No","Did not answer","26-100","No","No","Yes","No","No","No","Dont know","Dont know","Maybe","No","Some of them","No","No","No","Dont know","No"
277,0.18518518518518517,1,"No","No","No","Sometimes","6-25","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Dont know","No"
278,0.18518518518518517,1,"No","No","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Dont know","Dont know","Very easy","Maybe","No","Some of them","Some of them","No","No","Yes","No"
279,0.09259259259259262,1,"No","Yes","No","Sometimes","100-500","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","No","No"
280,0.07407407407407407,1,"Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Dont know","Not sure","Yes","Yes","Dont know","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","No","Yes"
281,0.16666666666666669,1,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Dont know","Yes","No","No","No","No","Maybe","Dont know","No"
282,0.0,1,"No","No","Yes","Sometimes","6-25","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","Yes","No","No","No","No","Maybe","Dont know","No"
283,0.3148148148148148,1,"No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","Dont know","No"
284,0.1296296296296296,1,"No","No","No","Did not answer","100-500","No","No","Dont know","Not sure","No","No","Dont know","Dont know","No","No","Some of them","Some of them","No","Yes","No","No"
285,0.16666666666666669,1,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No"
286,0.14814814814814814,0,"No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
287,0.0,1,"No","No","No","Never","26-100","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
288,0.3703703703703704,0,"No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Dont know","Dont know","No","Maybe","Some of them","No","No","No","Dont know","Yes"
289,0.14814814814814814,0,"No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","Somewhat easy","Maybe","No","Some of them","No","No","No","Dont know","No"
290,0.22222222222222227,1,"Yes","No","No","Never","1-5","No","Yes","No","No","No","No","No","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
291,0.3148148148148148,1,"No","No","No","Never","More than 1000","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","Yes","Maybe","Some of them","Some of them","No","No","Dont know","No"
292,0.49999999999999994,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Dont know","Dont know","Yes","Dont know","Maybe","No","Some of them","Some of them","No","Maybe","Dont know","No"
293,0.25925925925925924,1,"No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
294,0.7037037037037037,1,"No","No","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Dont know","Dont know","Dont know","Dont know","No","Maybe","Yes","Some of them","No","Maybe","Dont know","No"
295,0.1111111111111111,0,"No","No","No","Did not answer","500-1000","No","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
296,0.22222222222222227,0,"No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Dont know","Dont know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
297,0.7777777777777779,1,"No","No","No","Did not answer","More than 1000","No","Yes","Yes","No","Dont know","Yes","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
298,0.27777777777777773,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Dont know","Dont know","Yes","No","No","No","No","Maybe","Dont know","No"
299,0.3518518518518518,1,"No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Dont know","No"
300,0.09259259259259262,0,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","No","No","Some of them","Some of them","No","No","Yes","No"
301,0.24074074074074076,0,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Dont know","Dont know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
302,0.14814814814814814,1,"No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","No","Dont know","Dont know","Dont know","No","No","Some of them","Yes","No","Maybe","Dont know","No"
303,0.18518518518518517,0,"No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","No","Yes","No"
304,0.3518518518518518,0,"No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Dont know","Yes","Dont know","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
305,0.14814814814814814,1,"No","Yes","Yes","Often","6-25","No","Yes","Yes","No","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
306,0.22222222222222227,2,"No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","No","No","Dont know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Dont know","No"
307,0.14814814814814814,1,"No","No","No","Did not answer","26-100","No","Yes","No","No","No","No","Dont know","Dont know","No","No","Some of them","Some of them","No","No","Dont know","Yes"
308,0.1296296296296296,1,"No","No","No","Did not answer","26-100","Yes","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","No","No","Some of them","Yes","No","No","Dont know","No"
309,0.16666666666666669,1,"No","No","No","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Dont know","Dont know","Maybe","No","Some of them","Yes","No","Maybe","Dont know","No"
310,0.1296296296296296,1,"No","No","Yes","Often","6-25","Yes","No","Dont know","No","No","Dont know","Dont know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Dont know","No"
311,0.3148148148148148,1,"No","No","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Dont know","Yes","Dont know","Dont know","No","No","Some of them","Yes","No","No","Dont know","No"
312,0.3333333333333333,1,"Yes","No","Yes","Never","1-5","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
313,0.14814814814814814,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","No","Dont know","Dont know","Dont know","Yes","No","No","No","No","No","No","No"
314,0.16666666666666669,1,"No","Yes","No","Did not answer","More than 1000","No","Yes","Dont know","No","Dont know","Dont know","Dont know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
315,0.22222222222222227,1,"No","No","No","Did not answer","6-25","No","No","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","Maybe","Some of them","Some of them","No","No","Dont know","No"
316,0.20370370370370366,1,"No","No","No","Did not answer","100-500","No","No","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","No","No","No","No","Maybe","Dont know","No"
317,0.1296296296296296,1,"No","No","No","Never","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
318,0.07407407407407407,0,"No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","Yes"
319,0.20370370370370366,1,"No","No","No","Did not answer","26-100","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Dont know","No"
320,0.4259259259259259,1,"No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","Dont know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
321,0.20370370370370366,1,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Dont know","Dont know","Dont know","Yes","No","Some of them","Some of them","No","Maybe","No","No"
322,0.25925925925925924,1,"No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Dont know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
323,0.1111111111111111,0,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Dont know","Maybe","No","Some of them","No","No","Maybe","Dont know","No"
324,0.1296296296296296,1,"No","No","Yes","Rarely","6-25","No","Yes","Yes","No","Dont know","No","Dont know","Dont know","Maybe","No","No","No","No","No","Dont know","No"
325,0.1296296296296296,1,"No","No","No","Did not answer","More than 1000","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","Maybe","No","No","No","No","Maybe","Dont know","No"
326,0.22222222222222227,0,"No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Dont know","No"
327,0.1296296296296296,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Dont know","Not sure","Dont know","Yes","Dont know","Dont know","No","No","Yes","Yes","No","No","Yes","No"
328,0.22222222222222227,1,"Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","Maybe","Dont know","No"
329,0.27777777777777773,1,"Yes","Yes","Yes","Rarely","1-5","No","No","No","No","No","No","Dont know","Somewhat difficult","Yes","Yes","No","No","Maybe","No","Yes","Yes"
330,0.1111111111111111,1,"No","No","No","Did not answer","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
331,0.1296296296296296,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Dont know","Dont know","Dont know","Yes","Maybe","Some of them","No","No","No","No","No"
332,0.24074074074074076,1,"No","No","No","Did not answer","100-500","No","No","Dont know","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No"
333,0.49999999999999994,1,"Yes","No","Yes","Often","1-5","No","Yes","No","No","No","No","Dont know","Very difficult","No","No","No","No","No","No","Dont know","No"
334,0.20370370370370366,1,"No","No","No","Did not answer","6-25","Yes","No","No","Yes","No","No","Dont know","Dont know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","No","No"
335,0.5185185185185186,1,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Dont know","Dont know","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Dont know","No"
336,0.22222222222222227,1,"No","No","Yes","Sometimes","26-100","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","Yes","Maybe","No","No","No","Maybe","Dont know","No"
337,0.20370370370370366,0,"Yes","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Dont know","No","Dont know","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Dont know","No"
338,0.1111111111111111,1,"No","No","No","Did not answer","More than 1000","No","Yes","Yes","Yes","Dont know","Dont know","Yes","Dont know","Yes","No","No","No","No","Maybe","Dont know","No"
339,0.20370370370370366,1,"No","No","No","Did not answer","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
340,0.3148148148148148,1,"No","No","No","Did not answer","26-100","No","No","Dont know","Not sure","No","Dont know","Dont know","Dont know","No","No","Yes","Yes","No","No","No","No"
341,0.27777777777777773,0,"No","Yes","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Dont know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No"
342,0.16666666666666669,1,"No","No","No","Sometimes","More than 1000","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Very easy","Yes","No","No","No","No","Maybe","No","No"
343,0.3333333333333333,1,"No","No","No","Did not answer","More than 1000","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
344,0.27777777777777773,1,"No","No","No","Rarely","1-5","Yes","Yes","Dont know","No","No","No","Dont know","Dont know","Yes","Maybe","No","No","No","Maybe","No","No"
345,0.1296296296296296,0,"No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Dont know","No","No","Some of them","Yes","No","No","Dont know","No"
346,0.09259259259259262,1,"No","Yes","Yes","Sometimes","100-500","No","No","Dont know","No","No","No","Dont know","Dont know","No","No","Yes","Yes","Maybe","Yes","Dont know","No"
347,0.6666666666666667,1,"No","Yes","Yes","Never","More than 1000","No","Yes","Dont know","No","Yes","Yes","Dont know","Dont know","No","No","No","Yes","No","No","Dont know","No"
348,0.07407407407407407,1,"No","No","No","Sometimes","More than 1000","No","Yes","Dont know","No","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","Dont know","No"
349,0.1296296296296296,2,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
350,0.20370370370370366,1,"No","No","No","Often","6-25","No","No","Dont know","No","No","No","Dont know","Dont know","Maybe","No","Yes","Yes","Maybe","Maybe","Dont know","No"
351,0.16666666666666669,1,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Dont know","No","No","No","No","No","Yes","Yes","No"
352,0.22222222222222227,1,"No","No","No","Never","6-25","No","Yes","No","No","No","Dont know","Dont know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
353,0.14814814814814814,1,"No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Dont know","Yes","Dont know","Dont know","Maybe","No","Some of them","No","No","No","Dont know","No"
354,0.1296296296296296,0,"No","Yes","No","Sometimes","6-25","No","Yes","Yes","Yes","Yes","No","Dont know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No"
355,0.24074074074074076,1,"No","No","Yes","Sometimes","500-1000","No","No","No","Yes","No","Dont know","Yes","Dont know","No","No","Some of them","No","No","No","No","No"
356,0.27777777777777773,1,"No","Yes","Yes","Sometimes","26-100","No","Yes","Dont know","Not sure","No","No","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
357,0.2962962962962962,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Dont know","Yes","Yes","Dont know","Maybe","Maybe","No","No","No","No","Dont know","No"
358,0.2962962962962962,1,"No","No","Yes","Sometimes","100-500","Yes","Yes","No","No","No","No","Dont know","Somewhat easy","Yes","Yes","Some of them","Some of them","No","Maybe","Dont know","No"
359,0.20370370370370366,1,"Yes","No","No","Did not answer","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
360,0.27777777777777773,0,"No","No","No","Did not answer","6-25","No","Yes","No","No","No","No","Dont know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
361,0.2962962962962962,1,"Yes","Yes","Yes","Rarely","26-100","Yes","Yes","No","No","No","Dont know","Dont know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No"
362,0.14814814814814814,1,"Yes","Yes","Yes","Rarely","100-500","Yes","No","No","No","No","Dont know","No","Dont know","Maybe","No","Some of them","Yes","No","Yes","No","No"
363,0.25925925925925924,1,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Dont know","No","No","Some of them","Yes","No","Yes","Yes","No"
364,0.25925925925925924,1,"No","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Dont know","Dont know","Maybe","No","Some of them","No","No","No","No","No"
365,0.18518518518518517,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Dont know","Not sure","No","Dont know","Dont know","Somewhat difficult","Maybe","Maybe","No","No","No","No","No","No"
366,0.3148148148148148,1,"No","Yes","No","Did not answer","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Dont know","No"
367,0.3333333333333333,1,"No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Dont know","No"
368,0.055555555555555525,1,"No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","Dont know","Yes","Dont know","No","No","Yes","Yes","Maybe","Maybe","Dont know","No"
369,0.055555555555555525,1,"No","No","Yes","Sometimes","6-25","No","No","Dont know","Not sure","No","No","No","Very easy","Yes","No","Some of them","No","No","Maybe","No","No"
370,0.07407407407407407,0,"No","No","No","Did not answer","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat easy","No","No","No","Some of them","No","No","Yes","No"
371,0.4259259259259259,1,"No","Yes","Yes","Often","More than 1000","No","Yes","Yes","No","Yes","Yes","Dont know","Somewhat difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes"
372,0.6851851851851851,1,"No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
373,0.25925925925925924,0,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
374,0.055555555555555525,0,"No","Yes","Yes","Rarely","26-100","No","Yes","Dont know","Not sure","Dont know","No","Dont know","Somewhat easy","Yes","No","Some of them","No","No","Yes","Dont know","No"
375,0.49999999999999994,1,"No","No","Yes","Never","26-100","Yes","Yes","Yes","Yes","Dont know","Dont know","Dont know","Dont know","Maybe","No","No","Some of them","No","Maybe","Dont know","No"
376,0.16666666666666669,0,"No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Dont know","Yes","Maybe","No","No","No","No","No","No"
377,0.1296296296296296,0,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Dont know","No","No","No","Dont know","Dont know","Maybe","No","Some of them","Yes","No","No","Yes","No"
378,0.2962962962962962,0,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
379,0.14814814814814814,0,"No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Dont know","Maybe","No","No","No","No","No","Dont know","No"
380,0.4259259259259259,1,"No","No","Yes","Never","500-1000","No","Yes","Yes","Not sure","No","Dont know","Dont know","Somewhat easy","No","No","Some of them","Some of them","No","No","Dont know","No"
381,0.16666666666666669,1,"No","No","Yes","Rarely","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Dont know","No","No","Some of them","Yes","No","Maybe","Yes","No"
382,0.24074074074074076,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Dont know","Dont know","No","No","Yes","Yes","No","No","Dont know","No"
383,0.1296296296296296,1,"No","Yes","Yes","Often","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Yes","No","No"
384,0.14814814814814814,1,"No","No","Yes","Sometimes","6-25","No","Yes","Dont know","No","No","No","Dont know","Dont know","Yes","Yes","Some of them","No","No","No","No","No"
385,0.16666666666666669,0,"No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Dont know","Dont know","Dont know","Maybe","Maybe","No","Yes","No","No","Dont know","No"
386,0.44444444444444436,1,"No","No","No","Never","500-1000","No","Yes","Dont know","Not sure","No","No","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Dont know","No"
387,0.20370370370370366,2,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","No","No","Dont know","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No"
388,0.1296296296296296,0,"No","No","Yes","Sometimes","6-25","No","Yes","Dont know","Not sure","No","No","Dont know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","Dont know","No"
389,0.27777777777777773,0,"No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Dont know","Maybe","No","Some of them","No","No","Yes","Dont know","No"
390,0.25925925925925924,2,"Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","Yes","No","No","Yes"
391,0.4074074074074074,0,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","No","Dont know","Dont know","Dont know","Somewhat easy","Maybe","Maybe","No","No","No","No","Dont know","No"
392,0.24074074074074076,1,"No","No","No","Never","More than 1000","No","Yes","Dont know","No","No","Dont know","Dont know","Somewhat easy","Yes","No","Some of them","No","No","No","Dont know","No"
393,0.14814814814814814,1,"No","Yes","Yes","Often","26-100","Yes","Yes","Dont know","No","Dont know","Dont know","Dont know","Very easy","No","No","Yes","Yes","No","No","Yes","No"
394,0.1111111111111111,0,"No","Yes","No","Did not answer","500-1000","No","No","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes"
395,0.20370370370370366,1,"No","No","No","Never","More than 1000","No","No","Yes","Not sure","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
396,0.5555555555555556,1,"No","No","No","Did not answer","26-100","No","Yes","Dont know","No","No","No","Dont know","Dont know","Maybe","Maybe","No","No","No","No","No","No"
397,0.3148148148148148,1,"No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Dont know","Very difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes"
398,0.25925925925925924,0,"No","No","No","Never","100-500","No","Yes","Dont know","Not sure","No","No","Dont know","Dont know","Maybe","No","No","Some of them","No","Maybe","Dont know","No"
399,0.20370370370370366,1,"No","No","Yes","Sometimes","100-500","No","Yes","Dont know","Not sure","Dont know","Dont know","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
400,0.14814814814814814,1,"No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Dont know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","No"
401,0.18518518518518517,1,"No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","No","No"
402,0.09259259259259262,1,"No","No","No","Did not answer","More than 1000","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","No","No","Some of them","Yes","No","Maybe","No","No"
403,0.3148148148148148,1,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Dont know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
404,0.20370370370370366,1,"No","Yes","Yes","Sometimes","26-100","No","Yes","Dont know","No","No","No","Dont know","Very easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Dont know","No"
405,0.14814814814814814,1,"No","Yes","No","Did not answer","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","No"
406,0.27777777777777773,1,"No","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","Yes","Maybe","Yes","Some of them","No","No","Yes","No"
407,0.27777777777777773,1,"No","No","No","Did not answer","More than 1000","Yes","Yes","Dont know","No","Dont know","Dont know","Dont know","Dont know","Yes","No","Some of them","No","No","Maybe","Yes","No"
408,0.07407407407407407,1,"Yes","No","No","Never","6-25","Yes","Yes","Dont know","No","No","No","Dont know","Somewhat easy","No","No","Yes","Yes","Maybe","No","Dont know","No"
409,0.22222222222222227,0,"No","Yes","No","Did not answer","500-1000","No","Yes","No","No","No","No","Dont know","Dont know","Yes","Maybe","No","No","No","No","Dont know","No"
410,0.27777777777777773,1,"No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","No","Dont know","Somewhat easy","Yes","No","No","No","No","No","No","No"
411,0.24074074074074076,0,"No","Yes","Yes","Rarely","More than 1000","No","No","Dont know","Not sure","No","Dont know","Dont know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
412,0.055555555555555525,1,"No","Yes","No","Never","More than 1000","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","No","No","Some of them","Some of them","No","Maybe","Dont know","Yes"
413,0.24074074074074076,2,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Dont know","No","No","No","Dont know","Dont know","Yes","Maybe","No","No","No","Yes","Yes","No"
